-0.3389611128660547, -0.46976789426824306, 0.3447137697125822, 2.4215439844732947, -1.9330051363545913, -0.05696710464686815
-0.33896530859674784, -0.46976344753679394, 0.34468496655710523, 2.4216004953048853, -1.9330690869705367, -0.05698338110119804
-0.3389589909688775, -0.4697771256807793, 0.3446727000992971, 2.421627012442814, -1.9330434107954955, -0.05702290210806972
-0.33894468352260415, -0.4697834612714297, 0.3446759457947978, 2.4216481014180786, -1.9329899696362993, -0.05697774685414561
-0.3389567824508898, -0.46977730258180694, 0.34467832211367644, 2.4215708463429944, -1.9330488664016534, -0.05696779152601909
-0.3389605857318031, -0.46977722434452296, 0.34467478659566925, 2.4215865425137557, -1.9330824501503037, -0.056923917159804355
-0.3389599592413525, -0.46977910099566184, 0.3446853349689619, 2.4215825095210675, -1.9329884083191433, -0.05699492859272985
-0.3389547280734719, -0.46975910552391803, 0.34466984095185454, 2.4216329564287697, -1.9330698937838144, -0.056974804736811026
-0.3389400714046668, -0.4697846692680705, 0.34466345435890094, 2.4216744394970164, -1.9330558433296832, -0.05703973130665276
-0.3389616501680409, -0.4697691022702125, 0.34468396892798986, 2.421568656984286, -1.9330473125598755, -0.056985989077502984
-0.338967088097794, -0.46976725482770776, 0.3446896726003697, 2.421574528641182, -1.933027628230358, -0.05696488210606576
-0.33895731729050116, -0.4697837593834071, 0.34466469621476714, 2.4216418783909957, -1.933008255398151, -0.05694304957931168
-0.33897362339960063, -0.46978426028304693, 0.34467663048824637, 2.4215999514883206, -1.9330007717400242, -0.056947846803566834
-0.3390046266125298, -0.4697398484605735, 0.3446861529914428, 2.421513938735181, -1.9330984346354336, -0.05692797534535697
-0.33897995756824234, -0.4697487779584732, 0.34465743878558563, 2.4217680613682933, -1.9330530200575888, -0.05701761159540967
-0.338992545584544, -0.46974602764018764, 0.3446909763770483, 2.4217913112042364, -1.932837566064172, -0.056590493451185615
-0.3390268418432645, -0.46973543715558363, 0.3446575603826492, 2.4217462481596796, -1.9330611122098447, -0.05690156315203026
-0.33901592274771997, -0.46970846460941845, 0.3446498406777405, 2.4219051799845883, -1.9331282208185683, -0.056874036342944086
-0.3390515688786101, -0.46976754036311646, 0.34458867640302954, 2.4218808121598183, -1.932953172679722, -0.05684543679490079
-0.3390673763092013, -0.4697676933214266, 0.34456756036488, 2.421852522819655, -1.933025520824694, -0.056989577190430435
-0.3390811651354038, -0.46974863026555597, 0.34455558737697006, 2.4219398218355686, -1.9330236673427157, -0.057383547838148044
